,LSTM,Data,Closing
29,"[223.68195407867432, 221.9124323654175, 220.86475723266602, 220.27834933280946, 219.9557933139801, 219.79042904853821, 219.72674482345582, 219.73441403388978, 219.7968200969696, 219.90663760185242, 220.06409471511842, 220.27610748291016, 220.55574934959412, 220.92196887016297, 221.39948194503785, 222.01861351013184, 222.85531061172486, 223.9423724937439, 225.28495853424073, 226.89977615356446, 228.77957122802735, 230.9107643890381, 233.16645114898682, 234.3323208618164, 235.2251602935791, 236.13470809936524, 237.06869667053223, 238.03685348510743, 239.05050247192383, 240.12213676452637, 241.26503723144532, 242.4929177093506, 243.81969039916993, 245.2590367126465, 246.82425849914551, 248.5308186340332, 250.47770278930665, 252.60941284179688, 254.89162414550782, 256.70627182006837, 257.8788296508789, 259.0235287475586, 260.133125, 261.1989971923828, 262.1976582336426, 263.13760345458985, 264.0455014038086, 264.8679539489746, 265.60556762695313, 266.0238491821289]","[223.59, 223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29]",263.19
30,"[222.13484113693238, 221.1605064201355, 220.5589942264557, 220.1182634162903, 219.75839274406434, 219.47873180389405, 219.30767028808594, 219.2673147249222, 219.3725472021103, 219.61150115013123, 219.9216479587555, 220.2875110435486, 220.71041172027589, 221.2070781517029, 221.8021046447754, 222.61564367294312, 223.64964740753175, 224.88868396759034, 226.34837215423585, 228.091190032959, 230.02125232696534, 232.06806533813477, 233.4937893676758, 234.70201652526856, 235.88817947387696, 237.03765266418458, 238.14688842773438, 239.2238289642334, 240.28602378845216, 241.35826080322266, 242.47844093322755, 243.6889626312256, 245.0384041595459, 246.58476608276368, 248.4569832611084, 250.65896957397462, 253.23239868164063, 256.021739654541, 257.59648864746094, 258.6622654724121, 259.7557865905762, 260.8877674865723, 262.0051762390137, 263.0350148010254, 263.9210011291504, 264.70271270751954, 265.2462498474121, 265.43954818725587, 265.471748046875, 265.49722259521485]","[223.085, 218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19]",262.01
31,"[218.8001561689377, 220.51522510528565, 221.02558057785035, 220.88913934707642, 220.5416988658905, 220.2083465385437, 219.98873799324036, 219.91802757263184, 220.00173681259156, 220.23602049827576, 220.61719935417176, 221.14546030044556, 221.827123336792, 222.66968362808228, 223.68447607040406, 224.9822656440735, 226.41987483978272, 227.96975105285645, 229.6241328048706, 231.30989711761475, 232.9894358444214, 234.4202286529541, 235.47342269897462, 236.5136296081543, 237.54847496032716, 238.58969467163087, 239.6523243713379, 240.75393455505372, 241.91393630981446, 243.15225189208985, 244.47813766479493, 245.92687576293946, 247.52560585021973, 249.39637535095216, 251.47645156860352, 253.76693313598633, 256.09601181030274, 257.5644795227051, 258.7367207336426, 259.8767887878418, 261.00609176635743, 262.03416793823243, 262.9660107421875, 263.77769821166993, 264.3147770690918, 264.563846282959, 264.61776321411133, 264.6406971740723, 264.6610371398926, 264.67904251098633]","[218.75, 219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01]",261.78
32,"[221.3261913585663, 220.76824610710145, 220.27118485450745, 219.86169832229615, 219.5648398923874, 219.40143745422364, 219.38658826828004, 219.52980511665345, 219.8362216281891, 220.30789487838746, 220.9444603252411, 221.74285095214844, 222.6961805152893, 223.79559534072877, 225.050343208313, 226.39847152709962, 227.80763690948487, 229.24356525421143, 230.67434471130372, 232.07461994171143, 233.4238383102417, 234.70431869506837, 235.9389168548584, 237.13840644836426, 238.31837623596192, 239.49711769104005, 240.69396942138673, 241.9281746673584, 243.21826332092286, 244.58175437927247, 246.03511589050294, 247.59377258300782, 249.2990357208252, 251.20460098266602, 253.25970809936524, 255.3621632385254, 257.1221195983887, 258.4430195617676, 259.6774021911621, 260.8996083068848, 262.05685775756837, 262.9952961730957, 263.5428578186035, 263.898204498291, 264.131358795166, 264.1825291442871, 264.2050015258789, 264.22507064819337, 264.2427670288086, 264.2582585144043]","[219.9, 220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78]",266.37
33,"[221.8068801689148, 220.71742384910584, 219.92262523651124, 219.43554847717286, 219.24671023368836, 219.31011527061463, 219.54820435523987, 219.89124577522279, 220.31126015663148, 220.80755298614503, 221.39606183052064, 222.10246532440186, 222.95654457092286, 223.98773067474366, 225.21976154327393, 226.66407077789307, 228.38997905731202, 230.2553402709961, 232.19021385192872, 233.4246460723877, 234.53319900512696, 235.617744140625, 236.67449920654298, 237.70487564086915, 238.71662109375, 239.72552459716798, 240.75320594787598, 241.82645957946778, 242.97647064208985, 244.23812072753907, 245.64943283081055, 247.30266159057618, 249.30261199951173, 251.5964810180664, 254.19394271850587, 256.38288848876954, 257.5715481567383, 258.7366864013672, 259.9671551513672, 261.2112042236328, 262.37649505615235, 263.2859341430664, 263.73474853515626, 264.0093991088867, 264.1019779968262, 264.1149822998047, 264.12358825683594, 264.1313511657715, 264.1386410522461, 264.14548080444337]","[220.7, 222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37]",264.29
34,"[223.05663125991822, 220.20980613708497, 219.0321696329117, 218.79696577072144, 218.93081610679627, 219.25551336288453, 219.7205592918396, 220.30956213951112, 221.01686232566834, 221.84155767440797, 222.78494136810303, 223.84591930389405, 225.08033674240113, 226.41703956604005, 227.83018463134766, 229.2885958480835, 230.75741832733155, 232.20320194244385, 233.59879653930665, 234.92435997009278, 236.1765648651123, 237.36265533447266, 238.49918907165528, 239.60949867248536, 240.72113960266114, 241.86401908874512, 243.06941383361817, 244.36971633911133, 245.79942100524903, 247.3941170501709, 249.23044555664063, 251.4228092956543, 253.87665145874024, 256.31021087646485, 257.67085235595704, 258.8550259399414, 260.0726773071289, 261.32210891723633, 262.49496810913087, 263.44061630249024, 264.0487553405762, 264.45668380737305, 264.6639630126953, 264.71346633911133, 264.739440612793, 264.7615887451172, 264.7815968322754, 264.80039947509766, 264.81796615600587, 264.83233993530274]","[222.77, 220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29]",267.84
35,"[220.81719701766968, 217.61737435340882, 218.13892694592477, 218.76711671829224, 219.31150215148926, 219.81444924354554, 220.3228189277649, 220.8750569152832, 221.50321190834046, 222.238256149292, 223.11400382995606, 224.15568464279175, 225.3833143043518, 226.81176822662354, 228.4679524230957, 230.25459926605225, 232.11838691711426, 233.51416652679444, 234.78470962524415, 236.0274750518799, 237.22500389099122, 238.37122886657716, 239.46883934020997, 240.52537315368653, 241.5541855621338, 242.59324424743653, 243.69777839660645, 244.9414803314209, 246.41266792297364, 248.26194541931153, 250.65751235961915, 253.62348907470704, 256.46404235839844, 257.71108978271485, 258.8019139099121, 259.9453732299805, 261.1151615905762, 262.2300831604004, 263.20668380737305, 263.9999462890625, 264.5410191345215, 264.8593441772461, 264.9258038330078, 264.965514831543, 265.0019871520996, 265.0371815490723, 265.0711781311035, 265.1032215881348, 265.13343017578126, 265.16257064819337]","[220.96, 217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84]",267.25
36,"[217.3781668174267, 218.41544454574586, 219.1120274591446, 219.6044464635849, 220.01487105369569, 220.42905848503113, 220.9022855091095, 221.47261827468873, 222.1722800064087, 223.03412883758546, 224.09290664672852, 225.38014667510987, 226.9181057739258, 228.78003089904786, 230.79908531188966, 232.8982149887085, 234.14246910095216, 235.30737846374512, 236.45403259277344, 237.57575386047364, 238.67319076538087, 239.75461738586426, 240.83533828735352, 241.93662422180176, 243.08356254577637, 244.30666893005372, 245.64039390563966, 247.122684173584, 248.7977272796631, 251.05668228149415, 253.76184814453126, 256.2272106933594, 257.3514210510254, 258.4458004760742, 259.58101623535157, 260.7534329223633, 261.9446827697754, 263.0767399597168, 264.0182110595703, 264.66611450195313, 265.08608978271485, 265.29511993408204, 265.3546826171875, 265.41047637939454, 265.463805847168, 265.51396911621094, 265.55983322143555, 265.6036869812012, 265.64546173095704, 265.6831509399414]","[217.73, 218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84, 267.25]",264.16
37,"[218.90135210037232, 219.30958335876466, 219.69806688308717, 220.09786646842957, 220.54385107040406, 221.07030146598817, 221.7087880897522, 222.48749607086182, 223.43039100646973, 224.55522315979005, 225.8703591156006, 227.37143581390382, 229.08149211883546, 230.8894316482544, 232.75185077667237, 233.86342590332032, 234.93469398498536, 236.0090424346924, 237.09085052490235, 238.1868130493164, 239.3057381439209, 240.4583088684082, 241.65681427001954, 242.91485946655274, 244.24418418884278, 245.65965621948243, 247.18787353515626, 248.87067764282227, 251.03574340820313, 253.39688079833985, 255.8688656616211, 257.3332974243164, 258.51853149414063, 259.7253796386719, 260.9443737792969, 262.1462857055664, 263.2674938964844, 264.1958004760742, 264.74897735595704, 265.04456298828126, 265.18674438476563, 265.22053497314454, 265.2503582763672, 265.2779537963867, 265.30415313720704, 265.32822387695313, 265.34909408569337, 265.36883895874024, 265.3874966430664, 265.4024464416504]","[218.72, 217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84, 267.25, 264.16]",259.45
38,"[218.2515429186821, 219.8927139568329, 220.86701362609864, 221.444413356781, 221.86357753753663, 222.2720262336731, 222.7652460861206, 223.42124240875245, 224.3171946334839, 225.53239696502686, 227.1384608078003, 229.18474452972413, 231.69653957366944, 234.2642514038086, 235.16330307006837, 236.0500637817383, 236.93500106811524, 237.83567016601563, 238.8259426879883, 239.8426148223877, 240.9004055786133, 242.01704376220704, 243.20922821044923, 244.50552146911622, 245.93382041931153, 247.52601211547852, 249.322147064209, 251.5145413208008, 254.00342529296876, 256.42359130859376, 257.61973922729493, 258.70444076538087, 259.82307403564454, 260.96424072265626, 262.1037098693848, 263.1823422241211, 264.06117599487305, 264.57760971069337, 264.7345120239258, 264.7776371765137, 264.79155700683594, 264.8023068237305, 264.81250732421876, 264.8218914794922, 264.8307568359375, 264.83926361083985, 264.84665649414063, 264.85261505126954, 264.85823028564454, 264.86357849121094]","[217.68, 221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84, 267.25, 264.16, 259.45]",261.74
39,"[220.68093854904174, 220.6706153821945, 220.74237174510955, 220.9716442298889, 221.41671449661254, 222.11450941085815, 223.07926733016967, 224.30169183731078, 225.7482546043396, 227.3630736541748, 229.0753482055664, 230.81227714538574, 232.51294452667236, 233.9352458190918, 235.26015502929687, 236.51190788269042, 237.70160514831542, 238.84525520324706, 239.96113998413085, 241.0681632232666, 242.18510848999023, 243.33045989990234, 244.52244979858398, 245.7794268798828, 247.12020904541015, 248.56883651733398, 251.25045806884765, 254.2771762084961, 256.38968688964843, 257.45657760620117, 258.5463069152832, 259.6614726257324, 260.78064376831054, 261.8919451904297, 262.8950961303711, 263.6039584350586, 263.91523010253906, 264.03053314208984, 264.06006271362304, 264.06631118774413, 264.071953125, 264.07705337524413, 264.08171875, 264.08590728759765, 264.0893176269531, 264.09194595336913, 264.0943225097656, 264.09646255493163, 264.09835845947265, 264.0998843383789]","[221.03, 219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84, 267.25, 264.16, 259.45, 261.74]",265.58
40,"[220.21758145809173, 220.48445517539977, 220.95530421257018, 221.6627164554596, 222.61539132118224, 223.7966707420349, 225.1674278450012, 226.67209321975707, 228.24752265930175, 229.8334172439575, 231.3815234375, 232.86100227355956, 234.25911170959472, 235.57834465026855, 236.8319800567627, 238.03967697143554, 239.22399742126464, 240.40811378479003, 241.61447555541992, 242.86421806335449, 244.16604835510253, 245.5531485748291, 247.0459464263916, 248.66209251403808, 250.51977378845214, 252.76362258911132, 255.14754516601562, 257.20595962524413, 258.6696780395508, 260.0603335571289, 261.4107096862793, 262.66827041625976, 263.6660884094238, 264.1196940612793, 264.2300570678711, 264.28990966796874, 264.32915908813476, 264.3423846435547, 264.34973556518554, 264.35658294677734, 264.3630908203125, 264.3692820739746, 264.37495834350585, 264.38002807617187, 264.3847392272949, 264.38921768188476, 264.3934825134277, 264.3974688720703, 264.4010966491699, 264.40455276489257]","[219.89, 218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84, 267.25, 264.16, 259.45, 261.74, 265.58]",270.71
41,"[220.9786058139801, 221.46456725120544, 221.9017141532898, 222.45272309303283, 223.2352045249939, 224.30177289962768, 225.64051277160644, 227.18823654174804, 228.85249931335449, 230.53696090698242, 232.1627152633667, 233.67925006866454, 235.06493408203124, 236.32194931030273, 237.46873313903808, 238.53223640441894, 239.5431273651123, 240.53451759338378, 241.540947265625, 242.59910804748534, 243.74630958557128, 245.0294554901123, 246.50213081359863, 248.27184516906738, 250.58787376403808, 253.3012774658203, 256.06191665649413, 257.2706149291992, 258.40202362060546, 259.5933154296875, 260.80111724853515, 262.0151904296875, 263.2010348510742, 264.14675170898437, 264.5772708129883, 264.78793365478515, 264.8498538208008, 264.88725311279296, 264.92203170776367, 264.9546206665039, 264.9859278869629, 265.0159533691406, 265.0441897583008, 265.0703204345703, 265.09115631103515, 265.11113006591796, 265.1301043701172, 265.14784271240234, 265.16452056884765, 265.18026763916015]","[218.82, 223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84, 267.25, 264.16, 259.45, 261.74, 265.58, 270.71]",266.92
42,"[224.66625495910645, 222.04992648124696, 221.69047184944154, 222.65633221626283, 224.27983661651612, 225.9923247909546, 227.75563522338868, 229.49702068328858, 231.1582364654541, 232.70753856658936, 234.13703437805177, 235.45289131164552, 236.66914459228516, 237.80354209899903, 238.8762120819092, 239.90833946228028, 240.92225357055665, 241.9387826538086, 242.9682778930664, 244.00241943359376, 244.91821189880372, 245.86066528320313, 247.32074447631837, 249.69281478881837, 253.19801803588868, 256.43399520874027, 257.43557449340824, 258.5043840026856, 259.635277709961, 260.78379531860355, 261.9384202575684, 263.00113388061527, 263.7776536560059, 264.30080886840824, 264.63441558837894, 264.773533782959, 264.8263139343262, 264.8752870178223, 264.9216165161133, 264.96626754760746, 265.00769515991215, 265.0458726501465, 265.08230300903324, 265.1160897827149, 265.1449708557129, 265.1728295898438, 265.1997155761719, 265.22551437377933, 265.2501992797852, 265.273159942627]","[223.97, 224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84, 267.25, 264.16, 259.45, 261.74, 265.58, 270.71, 266.92]",268.48
43,"[223.934675655365, 220.4408133840561, 221.34981318473817, 223.4575609779358, 225.6202554321289, 227.61183544158936, 229.4175777053833, 231.05413051605225, 232.54374214172364, 233.90532775878907, 235.15669151306153, 236.3159093475342, 237.4023007965088, 238.43688484191895, 239.44076248168946, 240.439154586792, 241.45875068664552, 242.52096267700196, 243.66934104919434, 244.95501037597657, 246.44081398010255, 248.2263097381592, 250.53840538024903, 253.34949584960938, 256.19511505126957, 257.288239440918, 258.34001632690433, 259.45892044067386, 260.6185083007813, 261.7673348999024, 262.8014154052735, 263.6138925170899, 264.1367311096192, 264.4895791625977, 264.6854447937012, 264.7567376708985, 264.822663269043, 264.88453765869144, 264.9445657348633, 265.0020951843262, 265.0584268188477, 265.1138925170899, 265.16569610595707, 265.21361633300785, 265.2604608154297, 265.3055085754395, 265.3488511657715, 265.3877038574219, 265.42496582031254, 265.4608926391602]","[224.59, 218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84, 267.25, 264.16, 259.45, 261.74, 265.58, 270.71, 266.92, 268.48]",270.77
44,"[218.73237202227116, 222.0493120765686, 224.1925930595398, 225.83759304046632, 227.36830421447755, 228.89416500091554, 230.41414638519288, 231.90145488739014, 233.33265491485596, 234.69372459411622, 235.97911544799805, 237.18967529296876, 238.33091636657716, 239.41196342468263, 240.44513793945313, 241.44617744445802, 242.43494316101075, 243.4366311645508, 244.44653793334962, 245.57179161071778, 246.88747116088868, 249.49315162658692, 252.81828018188477, 255.99012466430665, 257.04472824096683, 258.09930130004886, 259.20329757690433, 260.3525590515137, 261.53741546630863, 262.67778488159183, 263.49432464599613, 263.8422288513184, 264.10176559448246, 264.2917031860352, 264.45110031127933, 264.61079879760746, 264.77080245971683, 264.9311074829102, 265.0916871643067, 265.25252243041996, 265.4135751342774, 265.5727967834473, 265.7280397033692, 265.88332839965824, 266.0386857604981, 266.19302078247074, 266.34629531860355, 266.4975480651856, 266.647183380127, 266.79224105834965]","[218.96, 220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84, 267.25, 264.16, 259.45, 261.74, 265.58, 270.71, 266.92, 268.48, 270.77]",271.46
45,"[221.30511293530463, 224.48430115699767, 225.86323148727416, 226.99135858535766, 228.26761276245117, 229.68634731292724, 231.1537697982788, 232.61214000701904, 234.03473217010497, 235.4067567062378, 236.71982318878173, 237.96987754821777, 239.15491325378417, 240.2729685974121, 241.3202384185791, 242.29880554199218, 243.23303825378417, 244.14841873168945, 245.16005737304687, 246.53890640258788, 249.2334998321533, 252.8230403137207, 255.9015315246582, 256.814571685791, 257.75490982055663, 258.7503321838379, 259.7996104431152, 260.89038497924804, 261.93365127563476, 262.5660289001465, 262.77459365844726, 262.9570811462402, 263.11940795898437, 263.28923065185546, 263.4670832824707, 263.65332443237304, 263.8483317565918, 264.0524562072754, 264.2660334777832, 264.48934967041015, 264.72266799926757, 264.96621353149413, 265.22028381347656, 265.4883464050293, 265.77092010498046, 266.0622180175781, 266.36197311401367, 266.6698725891113, 266.985584564209, 267.3087046813965]","[220.82, 227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84, 267.25, 264.16, 259.45, 261.74, 265.58, 270.71, 266.92, 268.48, 270.77, 271.46]",275.15
46,"[226.5591022014618, 226.6574520111084, 224.8375702738762, 226.89172592163087, 231.21838989257813, 233.52366008758545, 234.59044494628907, 235.47407569885254, 236.36842670440674, 237.31920375823975, 238.33704319000245, 239.4196304321289, 240.56083908081055, 241.75567855834962, 242.98362579345704, 244.17132797241212, 244.80705490112305, 245.59703674316407, 246.95416488647462, 249.46086349487305, 253.36521377563477, 255.9129508972168, 256.91991271972654, 257.9606422424316, 259.0505737304687, 260.1934989929199, 261.33674850463865, 262.3632530212402, 263.23355331420896, 263.89506378173826, 264.3344367980957, 264.36915435791013, 264.3025192260742, 264.23203506469724, 264.165380859375, 264.10977401733396, 264.0723289489746, 264.0615867614746, 264.08888092041013, 264.16792526245115, 264.3143714904785, 264.56324615478513, 265.0211547851562, 265.67016448974607, 266.49285354614256, 267.511156463623, 268.70597686767576, 270.0305122375488, 271.32456436157224, 272.48353042602537]","[227.01, 227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84, 267.25, 264.16, 259.45, 261.74, 265.58, 270.71, 266.92, 268.48, 270.77, 271.46, 275.15]",279.86
47,"[226.57704963684083, 224.13358500003815, 226.1988234758377, 230.59631719589234, 235.1084197998047, 234.88871231079102, 234.5341724395752, 234.4727653503418, 235.0141128540039, 236.37279644012452, 238.05726280212403, 239.9596694946289, 242.03031959533692, 244.02165451049805, 245.8628620147705, 246.61245765686036, 244.47666206359864, 243.88963928222657, 247.26109161376954, 255.05365219116212, 256.2774890899658, 257.2360214233398, 258.2459014892578, 259.3183006286621, 260.4129356384277, 261.41726913452146, 262.3127502441406, 263.1875366210937, 264.01870193481443, 264.5803855895996, 264.53640213012693, 264.4014381408691, 264.2709106445312, 264.15039291381834, 264.0480827331543, 263.96946182250974, 263.92212142944334, 263.9161552429199, 263.96254959106443, 264.0734924316406, 264.2635139465332, 264.5525993347168, 265.25628128051756, 266.1926902770996, 267.3542961120605, 268.742472076416, 270.3693336486816, 272.2363761901855, 274.3318504333496, 276.57354202270506]","[227.06, 224.4, 227.03, 230.09, 236.21, 235.87, 235.32, 234.37, 235.28, 236.41, 240.51, 239.96, 243.18, 243.58, 246.58, 249.05, 243.29, 243.26, 248.76, 255.82, 257.5, 257.13, 257.24, 259.43, 260.14, 262.2, 261.96, 264.47, 262.64, 265.76, 267.1, 266.29, 263.19, 262.01, 261.78, 266.37, 264.29, 267.84, 267.25, 264.16, 259.45, 261.74, 265.58, 270.71, 266.92, 268.48, 270.77, 271.46, 275.15, 279.86]",280.41
