,LSTM,Data,Closing
29,"[30.227366104125977, 29.438089027404786, 28.831879749298096, 28.51647032737732, 28.324653282165528, 28.078007831573487, 27.871452465057374, 27.703873291015626, 27.56409658432007, 27.441085472106934, 27.322294607162476, 27.18761600494385, 26.986736192703248, 26.56116904258728, 25.53353069663048, 25.325991778969765, 25.788200750350953, 26.21611858844757, 26.602369918823243, 26.943257942199708, 27.23916925430298, 27.49411596298218, 27.715133323669434, 27.885655059814454, 28.0080477142334, 28.156358375549317, 28.340344800949097, 28.5715083026886, 28.86342586517334, 29.25543846130371, 29.75711311340332, 30.36717571258545, 30.70673240661621, 30.801213397979737, 30.890797271728516, 30.97250617980957, 31.042594089508057, 31.096359386444092, 31.127903594970704, 31.128802909851075, 31.01034511566162, 30.67564977645874, 30.209375038146973, 29.61117853164673, 28.970323219299317, 28.797194137573243, 28.796457901000977, 28.79699052810669, 28.797462358474732, 28.79787982940674]","[29.94, 29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23]",27.93
30,"[29.94397605895996, 27.7550541305542, 28.615127935409546, 28.546656980514527, 28.182807579040528, 27.800219192504883, 27.491060152053834, 27.278638973236085, 27.154435172080994, 27.098337664604188, 27.077910199165345, 27.015113248825074, 26.6634831571579, 25.469768255352975, 25.228457807898522, 25.614767446517945, 26.000557556152344, 26.386637105941773, 26.767658009529114, 27.103290333747864, 27.390454664230347, 27.634298219680787, 27.844057455062867, 27.95763195991516, 28.002259149551392, 28.084915533065796, 28.232914819717408, 28.48142279624939, 28.88408769607544, 29.48921407699585, 30.350312366485596, 30.612253799438477, 30.67575849533081, 30.733141555786133, 30.78317846298218, 30.824568881988526, 30.853314533233643, 30.866736068725587, 30.861721649169922, 30.76476396560669, 30.510822429656983, 30.146597995758057, 29.727578296661378, 29.27539981842041, 29.083884134292603, 28.935040130615235, 28.782096757888795, 28.62521900177002, 28.46463002204895, 28.30055202484131]","[29.95, 27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93]",28.68
31,"[27.629267110824586, 28.56732095718384, 28.56982316017151, 28.225461854934693, 27.832684650421143, 27.527259721755982, 27.333278074264527, 27.229176177978516, 27.181916608810425, 27.151077880859376, 27.056842699050904, 26.65816987991333, 25.402041419744492, 25.358110360205174, 25.777651920318604, 26.181890680789948, 26.57338203430176, 26.93122018814087, 27.231150999069214, 27.477676763534546, 27.680106534957886, 27.851280822753907, 27.927474393844605, 28.02570237159729, 28.161527767181397, 28.350785627365113, 28.612564697265626, 28.976862564086915, 29.47448362350464, 30.121648445129395, 30.58759750366211, 30.656727924346924, 30.721714630126954, 30.780700340270997, 30.831395282745362, 30.87137617111206, 30.89670099258423, 30.90284646987915, 30.884324684143067, 30.587487354278565, 30.174451007843018, 29.664693965911866, 29.075697793960572, 28.935488595962525, 28.85921420097351, 28.781621351242066, 28.702779903411866, 28.62275685310364, 28.55485571861267, 28.557396068573]","[27.77, 28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68]",28.99
32,"[28.74016965866089, 28.81164731025696, 28.377926483154297, 27.8946923160553, 27.54369439125061, 27.349516763687134, 27.268692150115967, 27.23515941143036, 27.172585859298707, 26.98562611579895, 26.525950565338135, 25.549716814756394, 25.35763253211975, 25.763156011104584, 26.166163935661316, 26.55437578201294, 26.92243398666382, 27.25643409729004, 27.55071105003357, 27.801957740783692, 28.01275290489197, 28.04464973449707, 28.064070596694947, 28.123497381210328, 28.25242961883545, 28.49070514678955, 28.895072593688965, 29.535856380462647, 30.463040008544922, 30.640126361846924, 30.684251441955567, 30.72535671234131, 30.762437477111817, 30.80035842895508, 30.829563274383545, 30.84709753036499, 30.850415363311768, 30.79593719482422, 30.50772346496582, 30.129930152893067, 29.68436492919922, 29.173570766448975, 28.872317924499512, 28.80223430633545, 28.736888065338135, 28.699083223342896, 28.660618915557862, 28.64854730606079, 28.652115001678467, 28.65543426513672]","[28.64, 28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99]",29.05
33,"[28.716940536499024, 28.40589035987854, 27.861172332763672, 27.46465958595276, 27.264708890914918, 27.2030019903183, 27.202102794647217, 27.18454803466797, 27.050040855407715, 26.585104360580445, 25.391116544008256, 25.300744160413743, 25.64546383857727, 26.04512526035309, 26.44107855796814, 26.821994676589966, 27.175568714141846, 27.490216150283814, 27.755408897399903, 27.96464909553528, 28.023225202560425, 28.065507068634034, 28.115900888442994, 28.20656265258789, 28.38253010749817, 28.723666563034058, 29.34476293563843, 30.33501256942749, 30.695349826812745, 30.742102756500245, 30.78247751235962, 30.815201892852784, 30.840095176696778, 30.860744609832764, 30.86765302658081, 30.854070320129395, 30.813914909362794, 30.70446409225464, 30.388100757598878, 29.91937126159668, 29.33917106628418, 28.956124200820923, 28.94889868736267, 28.94416178703308, 28.939362421035767, 28.93451894760132, 28.931205167770386, 28.933041467666627, 28.934759511947632, 28.936371936798096]","[28.6, 28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05]",28.95
34,"[28.348199977874756, 27.917616024017335, 27.41295184135437, 27.185579433441163, 27.147161140441895, 27.162682905197144, 27.15693832874298, 27.009861602783204, 26.51766420841217, 25.305303573012353, 25.247078149914742, 25.551351263523102, 25.885293378829957, 26.31353355884552, 26.732624187469483, 27.122398748397828, 27.465068712234498, 27.746826782226563, 27.960804834365845, 28.10009922027588, 28.169999256134034, 28.203721418380738, 28.26393069267273, 28.427627696990967, 28.814421787261963, 29.580231800079346, 30.740784301757813, 30.796620025634766, 30.824555053710938, 30.849014415740967, 30.868155612945557, 30.891134395599366, 30.919101371765137, 30.928594722747803, 30.90949644088745, 30.846165790557862, 30.583912029266358, 30.15499605178833, 29.533208980560303, 28.755503311157227, 28.72459758758545, 28.733153953552247, 28.741058959960938, 28.74836672782898, 28.755111112594605, 28.761335983276368, 28.767081155776978, 28.77238310813904, 28.777275695800782, 28.781789436340333]","[28.3, 27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95]",28.74
35,"[28.00744737625122, 27.422822847366334, 27.252770676612855, 27.254654183387757, 27.271965160369874, 27.235035314559937, 27.063068165779114, 26.59636808872223, 25.540436341762543, 25.365850254297257, 25.688616588115693, 26.02587135076523, 26.442605628967286, 26.849356904029847, 27.205314412117005, 27.503850116729737, 27.743187799453736, 27.925376071929932, 28.03410972595215, 28.10013641357422, 28.15722836494446, 28.23964919090271, 28.395425214767457, 28.71506561279297, 29.45225109100342, 30.545306816101075, 30.65682472229004, 30.71373094558716, 30.765086307525635, 30.809812679290772, 30.84496129989624, 30.86944164276123, 30.875740661621094, 30.857995166778565, 30.806630744934083, 30.559854640960694, 30.09909881591797, 29.511317863464356, 28.808519496917725, 28.706193580627442, 28.701633825302125, 28.699226512908936, 28.700173988342286, 28.702552452087403, 28.704706325531006, 28.706657304763795, 28.708426370620728, 28.710030689239503, 28.711479558944703, 28.71277250289917]","[27.99, 27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74]",28.08
36,"[27.42852701187134, 27.150643124580384, 27.205760374069214, 27.268238916397095, 27.186000957489014, 26.89536322593689, 26.384051814079285, 25.762350722551346, 25.558698638677598, 25.71560294866562, 26.025411143302918, 26.42710126876831, 26.857058897018433, 27.2602449798584, 27.597592725753785, 27.847916259765626, 28.007660760879517, 28.087654008865357, 28.11661876678467, 28.131649866104127, 28.186937227249146, 28.354751958847046, 28.74595417022705, 29.547995700836182, 30.734213962554932, 30.776698246002198, 30.795384540557862, 30.809766902923585, 30.817661418914795, 30.85300983428955, 30.877422466278077, 30.88220609664917, 30.859654083251954, 30.79834951400757, 30.586320056915284, 30.150202407836915, 29.561355724334717, 28.860738410949708, 28.716236486434937, 28.709733381271363, 28.702934160232545, 28.69586886405945, 28.688563718795777, 28.681042804718018, 28.673326625823975, 28.665434732437134, 28.65738429069519, 28.649190797805787, 28.640869035720826, 28.632433309555054]","[27.5, 26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74, 28.08]",27.29
37,"[27.004984512329102, 27.342880382537842, 27.362126722335816, 27.19668580532074, 26.870268120765687, 26.35124827861786, 25.719402148723603, 25.51941151857376, 25.63490338563919, 25.92381848335266, 26.31150330543518, 26.732043280601502, 27.13499273300171, 27.487076892852784, 27.769623889923096, 27.971971406936646, 28.09274257659912, 28.15048493385315, 28.178780212402344, 28.215030326843262, 28.31265558242798, 28.5673898601532, 29.162631883621216, 30.281300678253174, 30.750300540924073, 30.791644229888917, 30.825018062591553, 30.84821523666382, 30.860025539398194, 30.855068817138672, 30.82965530395508, 30.7794419670105, 30.697336807250977, 30.397841110229493, 29.947849407196045, 29.438267841339112, 28.89249981880188, 28.82670654296875, 28.777023448944092, 28.72586072921753, 28.673576965332032, 28.620048418045045, 28.565302505493165, 28.50926317214966, 28.45187677383423, 28.393470420837403, 28.33410562515259, 28.273838653564454, 28.21276463508606, 28.152059688568116]","[26.995, 27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74, 28.08, 27.29]",27.38
38,"[27.45171178817749, 27.30206693649292, 27.152473106384278, 26.903940811157227, 26.40553726196289, 25.706347002983094, 25.49517980158329, 25.619291319847108, 25.955426528453827, 26.3873726272583, 26.829913749694825, 27.230442657470704, 27.563346281051636, 27.82698501586914, 28.01772536277771, 28.137549057006837, 28.20459879875183, 28.241629734039307, 28.280976905822754, 28.37524260520935, 28.636318340301514, 29.401927127838135, 30.706044807434083, 30.89332260131836, 30.929435863494874, 30.957317962646485, 30.97528184890747, 31.008287563323975, 31.03379072189331, 31.043568267822266, 31.033907070159913, 30.977385654449463, 30.672968997955323, 30.307335987091065, 29.89562334060669, 29.43561185836792, 29.039713277816773, 28.975314750671387, 28.90745367050171, 28.835873737335206, 28.76058711051941, 28.68160261154175, 28.598933115005494, 28.512592687606812, 28.422562494277955, 28.328827991485596, 28.231501951217652, 28.130622997283936, 28.02625407218933, 27.921570672988892]","[27.44, 27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74, 28.08, 27.29, 27.38]",27.24
39,"[27.119243874549866, 27.168099060058594, 26.902061953544617, 26.323249711990357, 25.550698592662812, 25.306871666908265, 25.46786025106907, 25.847643687725068, 26.29332055091858, 26.71746160030365, 27.104975476264954, 27.435927286148072, 27.718586101531983, 27.927734031677247, 28.059199228286744, 28.123360052108765, 28.147893085479737, 28.176755084991456, 28.282768621444703, 28.59085597038269, 29.343962326049805, 30.720458641052247, 30.859555854797364, 30.81160749435425, 30.7619220161438, 30.711351528167725, 30.746863975524903, 30.784519329071045, 30.813412322998047, 30.83199562072754, 30.80209888458252, 30.44980396270752, 30.0379811668396, 29.609371795654297, 29.18988217353821, 28.903652324676514, 28.869305028915406, 28.83520115852356, 28.799648895263672, 28.761755361557007, 28.72043646812439, 28.674401416778565, 28.62214077949524, 28.5619229221344, 28.45374716758728, 28.277559175491334, 28.07110489845276, 27.83093680381775, 27.55429877281189, 27.284867420196534]","[27.19, 27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74, 28.08, 27.29, 27.38, 27.24]",27.725
40,"[26.928769006729127, 27.081577434539795, 26.405751361846924, 25.664265229701996, 25.390355035066605, 25.554331555366517, 25.936659767627717, 26.389874472618104, 26.827042951583863, 27.208999767303467, 27.524482383728028, 27.795701637268067, 27.995560541152955, 28.13062752723694, 28.20922769546509, 28.24801124572754, 28.283970727920533, 28.389543190002442, 28.69529308319092, 29.460027351379395, 30.773471488952637, 30.8514953994751, 30.834615364074708, 30.819988384246827, 30.80782522201538, 30.83799518585205, 30.8774267578125, 30.90767921447754, 30.926574363708497, 30.87373794555664, 30.552943840026856, 30.199722900390626, 29.839177265167237, 29.472961082458497, 29.106442584991456, 29.008224143981934, 28.926922931671143, 28.843723669052125, 28.758786334991456, 28.671313180923462, 28.580745115280152, 28.486702814102173, 28.388799324035645, 28.28093565940857, 28.159527196884156, 28.03145588874817, 27.89641655921936, 27.754253520965577, 27.61671961784363, 27.59112133026123]","[27.01, 26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74, 28.08, 27.29, 27.38, 27.24, 27.725]",27.49
41,"[27.185962929725648, 26.414126648902894, 25.699307396411896, 25.42511393070221, 25.564325555562974, 25.945324494838715, 26.415164008140565, 26.870660915374756, 27.255843415260316, 27.54984296798706, 27.753654136657715, 27.88067258834839, 27.95174612045288, 27.993509902954102, 28.03891529083252, 28.12983383178711, 28.32265676498413, 28.70113386154175, 29.414685859680176, 30.51918519973755, 30.693490161895753, 30.699109687805176, 30.704743995666504, 30.712729110717774, 30.74444450378418, 30.76716817855835, 30.777299537658692, 30.770881309509278, 30.739790573120118, 30.495093955993653, 30.03817190170288, 29.511633529663087, 28.93854154586792, 28.801840915679932, 28.78640188217163, 28.76722682952881, 28.74406732559204, 28.716583862304688, 28.68525327682495, 28.648298873901368, 28.60525812149048, 28.55551399230957, 28.48328269958496, 28.295851364135743, 28.088418617248536, 27.86014331817627, 27.615312232971192, 27.520797863006592, 27.520425453186036, 27.52157367706299]","[26.97, 26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74, 28.08, 27.29, 27.38, 27.24, 27.725, 27.49]",27.0
42,"[26.776520385742188, 25.373126893639565, 25.358300983309746, 25.61223898768425, 25.969743325710297, 26.394154682159424, 26.831577672958375, 27.216449155807496, 27.524114980697632, 27.746833696365357, 27.90607656478882, 28.02831067085266, 28.1283873462677, 28.285628452301026, 28.462069883346558, 28.371488943099976, 28.25852288246155, 29.23892463684082, 30.68442310333252, 30.6752463722229, 30.605344905853272, 30.54086030960083, 30.51265157699585, 30.555831089019776, 30.594968929290772, 30.6287957572937, 30.656163349151612, 30.67604030609131, 30.57011236190796, 30.113018169403077, 29.544644012451172, 29.029766454696656, 28.85737027168274, 28.725235834121705, 28.608743085861207, 28.512812747955323, 28.45243681907654, 28.48267497062683, 28.69295515060425, 28.994321718215943, 29.041127576828003, 28.83991183280945, 28.478478803634644, 28.013844861984253, 27.535928382873536, 27.485044612884522, 27.47005452156067, 27.454845085144044, 27.439430131912232, 27.423820867538453]","[26.8, 25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74, 28.08, 27.29, 27.38, 27.24, 27.725, 27.49, 27.0]",26.86
43,"[25.367208971977234, 25.523314728736878, 25.72848637342453, 26.01904727458954, 26.390097155570984, 26.80598701477051, 27.219384088516236, 27.58143271446228, 27.857198610305787, 28.049573316574097, 28.173659219741822, 28.257056608200074, 28.312388315200806, 28.344777717590333, 28.475049867630005, 28.950961484909058, 29.961892738342286, 31.152712955474854, 31.140431060791016, 31.029666080474854, 30.938483848571778, 30.872090950012208, 30.898841514587403, 30.94373764038086, 30.995412006378174, 31.050831451416016, 31.082326068878174, 30.781318798065186, 30.298947467803956, 29.723212852478028, 29.16857828140259, 28.869559421539307, 28.85565628051758, 28.84049500465393, 28.82121910095215, 28.79708374977112, 28.769326581954957, 28.737193479537964, 28.695505752563477, 28.64165629386902, 28.499718084335328, 28.321162357330323, 28.109390869140626, 27.86264623641968, 27.624683513641358, 27.494965686798096, 27.365155591964722, 27.22904266357422, 27.08678568840027, 26.979762210845948]","[25.37, 25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74, 28.08, 27.29, 27.38, 27.24, 27.725, 27.49, 27.0, 26.86]",27.72
44,"[25.279171317219735, 25.621504678726197, 25.948043360710145, 26.32940579891205, 26.771494641304017, 27.212487115859986, 27.56585062980652, 27.798980131149293, 27.925844326019288, 27.989420547485352, 28.026881351470948, 28.075720443725587, 28.165103330612183, 28.340772047042847, 28.708101406097413, 29.455752506256104, 30.45858777999878, 30.797923221588135, 30.684186115264893, 30.59238780975342, 30.53255475997925, 30.607467308044434, 30.691327228546143, 30.77921117782593, 30.864088191986085, 30.870178833007813, 30.65523733139038, 30.201005115509034, 29.669415130615235, 29.07222165107727, 28.922294988632203, 28.896386995315552, 28.869705333709717, 28.842282667160035, 28.813891305923462, 28.785137548446656, 28.75716103553772, 28.72598828315735, 28.69146050453186, 28.57232035636902, 28.367628469467164, 28.142634525299073, 27.89757956504822, 27.636869564056397, 27.437955989837647, 27.393279447555543, 27.357323303222657, 27.32117618560791, 27.310505285263062, 27.31056679725647]","[25.265, 25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74, 28.08, 27.29, 27.38, 27.24, 27.725, 27.49, 27.0, 26.86, 27.72]",27.48
45,"[25.642475234270094, 25.984518157243727, 26.412531332969664, 26.931913690567015, 27.3947577047348, 27.636111216545103, 27.72510977268219, 27.784661965370177, 27.880601959228514, 28.036962585449217, 28.256613330841063, 28.531083183288573, 28.845358448028563, 29.253819065093992, 29.664547996520994, 30.038472251892088, 30.35403163909912, 30.555043296813963, 30.712071018218992, 30.828829841613768, 30.913823204040526, 30.961542205810545, 30.97084243774414, 30.94268329620361, 30.836770133972166, 30.567717628479002, 30.13963897705078, 29.622064905166624, 29.045101718902586, 28.80777771949768, 28.77964551925659, 28.75935276031494, 28.748161392211912, 28.745638923645018, 28.75100954055786, 28.760712699890135, 28.76488049507141, 28.744561748504637, 28.66110451698303, 28.446620540618895, 28.032255249023436, 27.604290084838865, 27.446659998893736, 27.382226305007933, 27.382149415016173, 27.381979303359984, 27.381726460456846, 27.381399588584898, 27.381006913185118, 27.380556421279906]","[25.83, 25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74, 28.08, 27.29, 27.38, 27.24, 27.725, 27.49, 27.0, 26.86, 27.72, 27.48]",27.92
46,"[25.728414835333822, 26.32682343006134, 26.839676575660704, 27.24837203502655, 27.546213703155516, 27.740884737968443, 27.855313854217528, 27.925594406127928, 27.99555595397949, 28.108422355651854, 28.300146417617796, 28.60072238922119, 29.037947492599486, 29.619483308792113, 30.180035667419432, 30.598883228302, 30.729294853210448, 30.824500160217283, 30.889775352478026, 30.93669994354248, 30.959981040954588, 30.960501747131346, 30.937582092285155, 30.88853796005249, 30.662919120788573, 30.311310844421385, 29.771686391830443, 29.092149572372435, 28.977140502929686, 28.96157558441162, 28.949553327560423, 28.942019777297972, 28.939155416488646, 28.940431194305418, 28.941853837966917, 28.934546308517454, 28.904516057968138, 28.801502065658568, 28.600590543746947, 28.252336816787718, 27.773261981010435, 27.610956506729124, 27.592136816978453, 27.59292884349823, 27.59361560821533, 27.594211535453795, 27.59472985744476, 27.595180826187132, 27.59557409763336, 27.595917420387266]","[25.83, 26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74, 28.08, 27.29, 27.38, 27.24, 27.725, 27.49, 27.0, 26.86, 27.72, 27.48, 27.92]",28.28
47,"[26.424069294929506, 26.82216835975647, 27.14319218158722, 27.40138460159302, 27.659912238121034, 27.939587721824648, 28.097834239006044, 28.06098366737366, 27.98822988033295, 28.18893385887146, 28.583819398880006, 29.116229066848756, 29.63599539756775, 30.114265689849855, 30.431245574951173, 30.621817359924318, 30.767248401641847, 30.870552310943605, 30.93419481277466, 30.959582099914552, 30.946551570892336, 30.893760929107668, 30.791789779663088, 30.585318813323976, 30.255715618133546, 29.703525791168214, 29.09789873123169, 29.000181207656862, 28.906392822265627, 28.8050918674469, 28.69656635284424, 28.585443267822267, 28.49294472694397, 28.482241878509523, 28.60511971473694, 28.812170276641847, 28.895513782501222, 28.792209396362306, 28.461630592346193, 27.919239888191225, 27.470488200187685, 27.445358285903932, 27.450152883529665, 27.454864988327028, 27.459183940887453, 27.463144669532777, 27.466778526306154, 27.470114479064943, 27.473179111480714, 27.475995311737062]","[26.26, 27.065, 27.18, 27.355, 27.615, 28.27, 28.05, 27.93, 28.22, 28.62, 28.26, 28.29, 29.41, 30.86, 31.36, 30.92, 30.29, 30.06, 30.56, 30.95, 31.18, 30.96, 30.89, 30.76, 30.59, 29.52, 28.66, 28.77, 28.86, 28.6, 29.29, 28.23, 27.93, 28.68, 28.99, 29.05, 28.95, 28.74, 28.08, 27.29, 27.38, 27.24, 27.725, 27.49, 27.0, 26.86, 27.72, 27.48, 27.92, 28.28]",28.0
